Score,Total Projected Pts,Total Cost,Proj Pts Weight,QB,SP1,SP2,SP3,SP4,SP5,SP6,SP7,D
7.87638,106.5,59600,0.67,andy dalton,rico dowdle,jacory croskeymerritt,javonte williams,stefon diggs,drake london,puka nacua,trey mcbride,browns
7.87638,106.5,59600,0.67,zach wilson,rico dowdle,jacory croskeymerritt,javonte williams,stefon diggs,drake london,puka nacua,trey mcbride,browns
7.87638,106.5,59600,0.67,jimmy garoppolo,rico dowdle,jacory croskeymerritt,javonte williams,stefon diggs,drake london,puka nacua,trey mcbride,browns
7.87638,106.5,59600,0.67,joe milton,rico dowdle,jacory croskeymerritt,javonte williams,stefon diggs,drake london,puka nacua,trey mcbride,browns
7.87638,106.5,59600,0.67,mitchell trubisky,rico dowdle,jacory croskeymerritt,javonte williams,stefon diggs,drake london,puka nacua,trey mcbride,browns
7.87638,106.5,59600,0.67,malik willis,rico dowdle,jacory croskeymerritt,javonte williams,stefon diggs,drake london,puka nacua,trey mcbride,browns
7.87621,106.9,60000,0.67,joshua dobbs,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,drake london,puka nacua,trey mcbride,dolphins
7.87621,106.9,60000,0.67,tyson bagent,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,drake london,puka nacua,trey mcbride,dolphins
7.87504,106.3,60000,0.67,joshua dobbs,rico dowdle,christian mccaffrey,jacory croskeymerritt,stefon diggs,puka nacua,george pickens,zach ertz,browns
7.87504,106.3,60000,0.67,tyson bagent,rico dowdle,christian mccaffrey,jacory croskeymerritt,stefon diggs,puka nacua,george pickens,zach ertz,browns
7.87491,105.5,60000,0.67,marcus mariota,rico dowdle,christian mccaffrey,jacory croskeymerritt,stefon diggs,puka nacua,keenan allen,travis kelce,browns
7.87464,105.3,59900,0.67,gardner minshew,rico dowdle,josh jacobs,jacory croskeymerritt,puka nacua,keenan allen,ladd mcconkey,trey mcbride,browns
7.8746,105.4,60000,0.67,joshua dobbs,rico dowdle,josh jacobs,jacory croskeymerritt,drake london,puka nacua,george pickens,michael mayer,browns
7.8746,105.4,60000,0.67,tyson bagent,rico dowdle,josh jacobs,jacory croskeymerritt,drake london,puka nacua,george pickens,michael mayer,browns
7.87403,106.2,60000,0.67,nick mullens,rico dowdle,josh jacobs,javonte williams,stefon diggs,drake london,puka nacua,michael mayer,browns
7.87403,106.2,60000,0.67,mason rudolph,rico dowdle,josh jacobs,javonte williams,stefon diggs,drake london,puka nacua,michael mayer,browns
7.87403,106.2,60000,0.67,shedeur sanders,rico dowdle,josh jacobs,javonte williams,stefon diggs,drake london,puka nacua,michael mayer,browns
7.8735,104.1,60000,0.67,joshua dobbs,rico dowdle,josh jacobs,jacory croskeymerritt,puka nacua,keenan allen,ladd mcconkey,zach ertz,packers
7.8735,104.1,60000,0.67,tyson bagent,rico dowdle,josh jacobs,jacory croskeymerritt,puka nacua,keenan allen,ladd mcconkey,zach ertz,packers
7.87304,106.1,60000,0.67,nick mullens,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,drake london,puka nacua,hunter henry,browns
7.87304,106.1,60000,0.67,mason rudolph,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,drake london,puka nacua,hunter henry,browns
7.87304,106.1,60000,0.67,shedeur sanders,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,drake london,puka nacua,hunter henry,browns
7.87298,105.4,60000,0.67,brandon allen,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,puka nacua,keenan allen,jake ferguson,browns
7.87298,105.4,60000,0.67,kirk cousins,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,puka nacua,keenan allen,jake ferguson,browns
7.87298,105.4,60000,0.67,drew lock,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,puka nacua,keenan allen,jake ferguson,browns
7.87087,105.0,60000,0.67,joshua dobbs,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,puka nacua,george pickens,michael mayer,packers
7.87087,105.0,60000,0.67,tyson bagent,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,puka nacua,george pickens,michael mayer,packers
7.87005,105.5,59800,0.67,marcus mariota,rico dowdle,josh jacobs,javonte williams,stefon diggs,puka nacua,keenan allen,zach ertz,browns
7.86996,106.2,60000,0.67,marcus mariota,rico dowdle,jacory croskeymerritt,bijan robinson,stefon diggs,puka nacua,keenan allen,trey mcbride,browns
7.86976,105.9,59700,0.67,marcus mariota,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,puka nacua,ladd mcconkey,trey mcbride,browns
7.86966,105.3,60000,0.67,marcus mariota,rico dowdle,jacory croskeymerritt,javonte williams,drake london,puka nacua,george pickens,zach ertz,browns
7.86877,106.1,59900,0.67,brandon allen,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,puka nacua,george pickens,sam laporta,browns
7.86877,106.1,59900,0.67,kirk cousins,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,puka nacua,george pickens,sam laporta,browns
7.86877,106.1,59900,0.67,drew lock,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,puka nacua,george pickens,sam laporta,browns
7.86852,106.4,59800,0.67,nick mullens,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,drake london,puka nacua,sam laporta,browns
7.86852,106.4,59800,0.67,mason rudolph,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,drake london,puka nacua,sam laporta,browns
7.86852,106.4,59800,0.67,shedeur sanders,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,drake london,puka nacua,sam laporta,browns
7.86807,105.8,60000,0.67,joshua dobbs,rico dowdle,jacory croskeymerritt,javonte williams,stefon diggs,puka nacua,davante adams,trey mcbride,browns
7.86807,105.8,60000,0.67,tyson bagent,rico dowdle,jacory croskeymerritt,javonte williams,stefon diggs,puka nacua,davante adams,trey mcbride,browns
7.86803,104.7,60000,0.67,joshua dobbs,rico dowdle,jacory croskeymerritt,javonte williams,puka nacua,keenan allen,emeka egbuka,sam laporta,browns
7.86803,104.7,60000,0.67,tyson bagent,rico dowdle,jacory croskeymerritt,javonte williams,puka nacua,keenan allen,emeka egbuka,sam laporta,browns
7.86792,106.9,59800,0.67,joshua dobbs,rico dowdle,josh jacobs,javonte williams,stefon diggs,drake london,george pickens,trey mcbride,browns
7.86792,106.9,59800,0.67,tyson bagent,rico dowdle,josh jacobs,javonte williams,stefon diggs,drake london,george pickens,trey mcbride,browns
7.8678,105.8,59900,0.67,marcus mariota,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,puka nacua,keenan allen,trey mcbride,raiders
7.86735,106.2,59900,0.67,tyler huntley,rico dowdle,josh jacobs,devon achane,stefon diggs,puka nacua,keenan allen,zach ertz,browns
7.86707,106.1,60000,0.67,joshua dobbs,rico dowdle,jacory croskeymerritt,javonte williams,stefon diggs,puka nacua,george pickens,trey mcbride,raiders
7.86707,106.1,60000,0.67,tyson bagent,rico dowdle,jacory croskeymerritt,javonte williams,stefon diggs,puka nacua,george pickens,trey mcbride,raiders
7.86707,106.1,59700,0.67,nick mullens,rico dowdle,jacory croskeymerritt,javonte williams,stefon diggs,puka nacua,george pickens,trey mcbride,browns
7.86707,106.1,59700,0.67,mason rudolph,rico dowdle,jacory croskeymerritt,javonte williams,stefon diggs,puka nacua,george pickens,trey mcbride,browns
7.86707,106.1,59700,0.67,shedeur sanders,rico dowdle,jacory croskeymerritt,javonte williams,stefon diggs,puka nacua,george pickens,trey mcbride,browns
7.86683,106.4,59600,0.67,joshua dobbs,rico dowdle,jacory croskeymerritt,javonte williams,stefon diggs,drake london,puka nacua,trey mcbride,browns
7.86683,106.4,59600,0.67,tyson bagent,rico dowdle,jacory croskeymerritt,javonte williams,stefon diggs,drake london,puka nacua,trey mcbride,browns
7.86666,106.0,60000,0.67,marcus mariota,rico dowdle,rachaad white,josh jacobs,stefon diggs,puka nacua,george pickens,zach ertz,browns
7.86665,106.8,60000,0.67,nick mullens,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,drake london,puka nacua,trey mcbride,dolphins
7.86665,106.8,60000,0.67,mason rudolph,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,drake london,puka nacua,trey mcbride,dolphins
7.86665,106.8,60000,0.67,shedeur sanders,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,drake london,puka nacua,trey mcbride,dolphins
7.8661,106.2,60000,0.67,anthony richardson sr,rico dowdle,christian mccaffrey,javonte williams,george pickens,keenan allen,ladd mcconkey,trey mcbride,browns
7.86592,104.9,60000,0.67,marcus mariota,rico dowdle,jacory croskeymerritt,javonte williams,stefon diggs,puka nacua,george pickens,zach ertz,packers
7.86549,106.2,60000,0.67,nick mullens,rico dowdle,christian mccaffrey,jacory croskeymerritt,stefon diggs,puka nacua,george pickens,zach ertz,browns
7.86549,106.2,60000,0.67,mason rudolph,rico dowdle,christian mccaffrey,jacory croskeymerritt,stefon diggs,puka nacua,george pickens,zach ertz,browns
7.86549,106.2,60000,0.67,shedeur sanders,rico dowdle,christian mccaffrey,jacory croskeymerritt,stefon diggs,puka nacua,george pickens,zach ertz,browns
7.86505,105.3,60000,0.67,nick mullens,rico dowdle,josh jacobs,jacory croskeymerritt,drake london,puka nacua,george pickens,michael mayer,browns
7.86505,105.3,60000,0.67,mason rudolph,rico dowdle,josh jacobs,jacory croskeymerritt,drake london,puka nacua,george pickens,michael mayer,browns
7.86505,105.3,60000,0.67,shedeur sanders,rico dowdle,josh jacobs,jacory croskeymerritt,drake london,puka nacua,george pickens,michael mayer,browns
7.86452,106.0,59900,0.67,marcus mariota,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,drake london,george pickens,trey mcbride,packers
7.86448,106.1,60000,0.67,brandon allen,rico dowdle,josh jacobs,javonte williams,stefon diggs,drake london,puka nacua,michael mayer,browns
7.86448,106.1,60000,0.67,kirk cousins,rico dowdle,josh jacobs,javonte williams,stefon diggs,drake london,puka nacua,michael mayer,browns
7.86448,106.1,60000,0.67,drew lock,rico dowdle,josh jacobs,javonte williams,stefon diggs,drake london,puka nacua,michael mayer,browns
7.86394,104.0,60000,0.67,nick mullens,rico dowdle,josh jacobs,jacory croskeymerritt,puka nacua,keenan allen,ladd mcconkey,zach ertz,packers
7.86394,104.0,60000,0.67,mason rudolph,rico dowdle,josh jacobs,jacory croskeymerritt,puka nacua,keenan allen,ladd mcconkey,zach ertz,packers
7.86394,104.0,60000,0.67,shedeur sanders,rico dowdle,josh jacobs,jacory croskeymerritt,puka nacua,keenan allen,ladd mcconkey,zach ertz,packers
7.86348,106.0,60000,0.67,brandon allen,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,drake london,puka nacua,hunter henry,browns
7.86348,106.0,60000,0.67,kirk cousins,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,drake london,puka nacua,hunter henry,browns
7.86348,106.0,60000,0.67,drew lock,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,drake london,puka nacua,hunter henry,browns
7.86342,105.3,60000,0.67,gardner minshew,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,puka nacua,keenan allen,jake ferguson,browns
7.86246,105.5,59900,0.67,marcus mariota,rico dowdle,josh jacobs,javonte williams,stefon diggs,puka nacua,ladd mcconkey,zach ertz,browns
7.86131,104.9,60000,0.67,nick mullens,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,puka nacua,george pickens,michael mayer,packers
7.86131,104.9,60000,0.67,mason rudolph,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,puka nacua,george pickens,michael mayer,packers
7.86131,104.9,60000,0.67,shedeur sanders,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,puka nacua,george pickens,michael mayer,packers
7.86107,104.6,59800,0.67,marcus mariota,rico dowdle,josh jacobs,jacory croskeymerritt,puka nacua,george pickens,keenan allen,zach ertz,browns
7.86083,104.9,60000,0.67,jake browning,rico dowdle,josh jacobs,jacory croskeymerritt,drake london,puka nacua,keenan allen,zach ertz,browns
7.86021,105.8,60000,0.67,marcus mariota,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,puka nacua,ladd mcconkey,trey mcbride,raiders
7.85921,106.0,59900,0.67,gardner minshew,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,puka nacua,george pickens,sam laporta,browns
7.85897,106.3,59800,0.67,brandon allen,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,drake london,puka nacua,sam laporta,browns
7.85897,106.3,59800,0.67,kirk cousins,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,drake london,puka nacua,sam laporta,browns
7.85897,106.3,59800,0.67,drew lock,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,drake london,puka nacua,sam laporta,browns
7.85852,105.7,60000,0.67,nick mullens,rico dowdle,jacory croskeymerritt,javonte williams,stefon diggs,puka nacua,davante adams,trey mcbride,browns
7.85852,105.7,60000,0.67,mason rudolph,rico dowdle,jacory croskeymerritt,javonte williams,stefon diggs,puka nacua,davante adams,trey mcbride,browns
7.85852,105.7,60000,0.67,shedeur sanders,rico dowdle,jacory croskeymerritt,javonte williams,stefon diggs,puka nacua,davante adams,trey mcbride,browns
7.85847,104.6,60000,0.67,nick mullens,rico dowdle,jacory croskeymerritt,javonte williams,puka nacua,keenan allen,emeka egbuka,sam laporta,browns
7.85847,104.6,60000,0.67,mason rudolph,rico dowdle,jacory croskeymerritt,javonte williams,puka nacua,keenan allen,emeka egbuka,sam laporta,browns
7.85847,104.6,60000,0.67,shedeur sanders,rico dowdle,jacory croskeymerritt,javonte williams,puka nacua,keenan allen,emeka egbuka,sam laporta,browns
7.85836,106.8,59800,0.67,nick mullens,rico dowdle,josh jacobs,javonte williams,stefon diggs,drake london,george pickens,trey mcbride,browns
7.85836,106.8,59800,0.67,mason rudolph,rico dowdle,josh jacobs,javonte williams,stefon diggs,drake london,george pickens,trey mcbride,browns
7.85836,106.8,59800,0.67,shedeur sanders,rico dowdle,josh jacobs,javonte williams,stefon diggs,drake london,george pickens,trey mcbride,browns
7.85751,106.0,60000,0.67,nick mullens,rico dowdle,jacory croskeymerritt,javonte williams,stefon diggs,puka nacua,george pickens,trey mcbride,raiders
7.85751,106.0,60000,0.67,mason rudolph,rico dowdle,jacory croskeymerritt,javonte williams,stefon diggs,puka nacua,george pickens,trey mcbride,raiders
7.85751,106.0,60000,0.67,shedeur sanders,rico dowdle,jacory croskeymerritt,javonte williams,stefon diggs,puka nacua,george pickens,trey mcbride,raiders
7.85751,106.0,59700,0.67,brandon allen,rico dowdle,jacory croskeymerritt,javonte williams,stefon diggs,puka nacua,george pickens,trey mcbride,browns
7.85751,106.0,59700,0.67,kirk cousins,rico dowdle,jacory croskeymerritt,javonte williams,stefon diggs,puka nacua,george pickens,trey mcbride,browns
7.85751,106.0,59700,0.67,drew lock,rico dowdle,jacory croskeymerritt,javonte williams,stefon diggs,puka nacua,george pickens,trey mcbride,browns
7.85727,106.3,59600,0.67,nick mullens,rico dowdle,jacory croskeymerritt,javonte williams,stefon diggs,drake london,puka nacua,trey mcbride,browns
7.85727,106.3,59600,0.67,mason rudolph,rico dowdle,jacory croskeymerritt,javonte williams,stefon diggs,drake london,puka nacua,trey mcbride,browns
7.85727,106.3,59600,0.67,shedeur sanders,rico dowdle,jacory croskeymerritt,javonte williams,stefon diggs,drake london,puka nacua,trey mcbride,browns
7.85709,104.5,60000,0.67,jake browning,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,puka nacua,keenan allen,zach ertz,packers
7.85709,106.7,60000,0.67,brandon allen,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,drake london,puka nacua,trey mcbride,dolphins
7.85709,106.7,60000,0.67,kirk cousins,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,drake london,puka nacua,trey mcbride,dolphins
7.85709,106.7,60000,0.67,drew lock,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,drake london,puka nacua,trey mcbride,dolphins
7.85593,106.1,60000,0.67,brandon allen,rico dowdle,christian mccaffrey,jacory croskeymerritt,stefon diggs,puka nacua,george pickens,zach ertz,browns
7.85593,106.1,60000,0.67,kirk cousins,rico dowdle,christian mccaffrey,jacory croskeymerritt,stefon diggs,puka nacua,george pickens,zach ertz,browns
7.85593,106.1,60000,0.67,drew lock,rico dowdle,christian mccaffrey,jacory croskeymerritt,stefon diggs,puka nacua,george pickens,zach ertz,browns
7.85549,105.2,60000,0.67,brandon allen,rico dowdle,josh jacobs,jacory croskeymerritt,drake london,puka nacua,george pickens,michael mayer,browns
7.85549,105.2,60000,0.67,kirk cousins,rico dowdle,josh jacobs,jacory croskeymerritt,drake london,puka nacua,george pickens,michael mayer,browns
7.85549,105.2,60000,0.67,drew lock,rico dowdle,josh jacobs,jacory croskeymerritt,drake london,puka nacua,george pickens,michael mayer,browns
7.85492,106.0,60000,0.67,gardner minshew,rico dowdle,josh jacobs,javonte williams,stefon diggs,drake london,puka nacua,michael mayer,browns
7.85438,103.9,60000,0.67,brandon allen,rico dowdle,josh jacobs,jacory croskeymerritt,puka nacua,keenan allen,ladd mcconkey,zach ertz,packers
7.85438,103.9,60000,0.67,kirk cousins,rico dowdle,josh jacobs,jacory croskeymerritt,puka nacua,keenan allen,ladd mcconkey,zach ertz,packers
7.85438,103.9,60000,0.67,drew lock,rico dowdle,josh jacobs,jacory croskeymerritt,puka nacua,keenan allen,ladd mcconkey,zach ertz,packers
7.85393,105.9,60000,0.67,gardner minshew,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,drake london,puka nacua,hunter henry,browns
7.85175,104.8,60000,0.67,brandon allen,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,puka nacua,george pickens,michael mayer,packers
7.85175,104.8,60000,0.67,kirk cousins,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,puka nacua,george pickens,michael mayer,packers
7.85175,104.8,60000,0.67,drew lock,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,puka nacua,george pickens,michael mayer,packers
7.84941,106.2,59800,0.67,gardner minshew,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,drake london,puka nacua,sam laporta,browns
7.84896,105.6,60000,0.67,brandon allen,rico dowdle,jacory croskeymerritt,javonte williams,stefon diggs,puka nacua,davante adams,trey mcbride,browns
7.84896,105.6,60000,0.67,kirk cousins,rico dowdle,jacory croskeymerritt,javonte williams,stefon diggs,puka nacua,davante adams,trey mcbride,browns
7.84896,105.6,60000,0.67,drew lock,rico dowdle,jacory croskeymerritt,javonte williams,stefon diggs,puka nacua,davante adams,trey mcbride,browns
7.84891,104.5,60000,0.67,brandon allen,rico dowdle,jacory croskeymerritt,javonte williams,puka nacua,keenan allen,emeka egbuka,sam laporta,browns
7.84891,104.5,60000,0.67,kirk cousins,rico dowdle,jacory croskeymerritt,javonte williams,puka nacua,keenan allen,emeka egbuka,sam laporta,browns
7.84891,104.5,60000,0.67,drew lock,rico dowdle,jacory croskeymerritt,javonte williams,puka nacua,keenan allen,emeka egbuka,sam laporta,browns
7.84881,106.7,59800,0.67,brandon allen,rico dowdle,josh jacobs,javonte williams,stefon diggs,drake london,george pickens,trey mcbride,browns
7.84881,106.7,59800,0.67,kirk cousins,rico dowdle,josh jacobs,javonte williams,stefon diggs,drake london,george pickens,trey mcbride,browns
7.84881,106.7,59800,0.67,drew lock,rico dowdle,josh jacobs,javonte williams,stefon diggs,drake london,george pickens,trey mcbride,browns
7.84795,105.9,60000,0.67,brandon allen,rico dowdle,jacory croskeymerritt,javonte williams,stefon diggs,puka nacua,george pickens,trey mcbride,raiders
7.84795,105.9,60000,0.67,kirk cousins,rico dowdle,jacory croskeymerritt,javonte williams,stefon diggs,puka nacua,george pickens,trey mcbride,raiders
7.84795,105.9,60000,0.67,drew lock,rico dowdle,jacory croskeymerritt,javonte williams,stefon diggs,puka nacua,george pickens,trey mcbride,raiders
7.84795,105.9,59700,0.67,gardner minshew,rico dowdle,jacory croskeymerritt,javonte williams,stefon diggs,puka nacua,george pickens,trey mcbride,browns
7.84771,106.2,59600,0.67,brandon allen,rico dowdle,jacory croskeymerritt,javonte williams,stefon diggs,drake london,puka nacua,trey mcbride,browns
7.84771,106.2,59600,0.67,kirk cousins,rico dowdle,jacory croskeymerritt,javonte williams,stefon diggs,drake london,puka nacua,trey mcbride,browns
7.84771,106.2,59600,0.67,drew lock,rico dowdle,jacory croskeymerritt,javonte williams,stefon diggs,drake london,puka nacua,trey mcbride,browns
7.84753,106.6,60000,0.67,gardner minshew,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,drake london,puka nacua,trey mcbride,dolphins
7.84637,106.0,60000,0.67,gardner minshew,rico dowdle,christian mccaffrey,jacory croskeymerritt,stefon diggs,puka nacua,george pickens,zach ertz,browns
7.84593,105.1,60000,0.67,gardner minshew,rico dowdle,josh jacobs,jacory croskeymerritt,drake london,puka nacua,george pickens,michael mayer,browns
7.84483,103.8,60000,0.67,gardner minshew,rico dowdle,josh jacobs,jacory croskeymerritt,puka nacua,keenan allen,ladd mcconkey,zach ertz,packers
7.84378,103.7,60000,0.67,jake browning,rico dowdle,josh jacobs,jacory croskeymerritt,puka nacua,keenan allen,ladd mcconkey,travis kelce,browns
7.8422,104.7,60000,0.67,gardner minshew,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,puka nacua,george pickens,michael mayer,packers
7.84074,106.0,60000,0.67,jake browning,rico dowdle,christian mccaffrey,jacory croskeymerritt,stefon diggs,puka nacua,keenan allen,sam laporta,browns
7.8394,105.5,60000,0.67,gardner minshew,rico dowdle,jacory croskeymerritt,javonte williams,stefon diggs,puka nacua,davante adams,trey mcbride,browns
7.83936,104.4,60000,0.67,gardner minshew,rico dowdle,jacory croskeymerritt,javonte williams,puka nacua,keenan allen,emeka egbuka,sam laporta,browns
7.83925,106.6,59800,0.67,gardner minshew,rico dowdle,josh jacobs,javonte williams,stefon diggs,drake london,george pickens,trey mcbride,browns
7.8384,105.8,60000,0.67,gardner minshew,rico dowdle,jacory croskeymerritt,javonte williams,stefon diggs,puka nacua,george pickens,trey mcbride,raiders
7.83816,106.1,59600,0.67,gardner minshew,rico dowdle,jacory croskeymerritt,javonte williams,stefon diggs,drake london,puka nacua,trey mcbride,browns
7.83058,106.4,60000,0.67,jake browning,rico dowdle,christian mccaffrey,javonte williams,stefon diggs,george pickens,keenan allen,trey mcbride,browns
7.82604,104.6,59900,0.67,jake browning,rico dowdle,jacory croskeymerritt,javonte williams,puka nacua,george pickens,keenan allen,sam laporta,browns
7.82455,104.2,60000,0.67,jake browning,rico dowdle,rachaad white,jacory croskeymerritt,puka nacua,keenan allen,ladd mcconkey,trey mcbride,packers
7.82217,103.5,60000,0.67,jake browning,rico dowdle,josh jacobs,jacory croskeymerritt,puka nacua,keenan allen,emeka egbuka,michael mayer,browns
7.82184,106.2,60000,0.67,jake browning,rico dowdle,rachaad white,javonte williams,stefon diggs,drake london,puka nacua,sam laporta,browns
7.82078,106.6,59900,0.67,jake browning,rico dowdle,christian mccaffrey,javonte williams,stefon diggs,drake london,keenan allen,trey mcbride,browns
7.82076,104.5,60000,0.67,jake browning,rico dowdle,jacory croskeymerritt,javonte williams,drake london,puka nacua,keenan allen,hunter henry,browns
7.81965,106.0,60000,0.67,malik willis,rico dowdle,christian mccaffrey,josh jacobs,stefon diggs,george pickens,ladd mcconkey,hunter henry,browns
7.81926,104.4,60000,0.67,nick mullens,rico dowdle,rachaad white,javonte williams,drake london,puka nacua,keenan allen,michael mayer,packers
7.81845,104.6,60000,0.67,jake browning,rico dowdle,jacory croskeymerritt,javonte williams,puka nacua,george pickens,ladd mcconkey,sam laporta,browns
7.81796,104.8,59700,0.67,jake browning,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,puka nacua,george pickens,zach ertz,browns
7.81777,105.2,60000,0.67,jake browning,rico dowdle,rachaad white,josh jacobs,stefon diggs,puka nacua,keenan allen,hunter henry,browns
7.81734,105.3,60000,0.67,jake browning,rico dowdle,josh jacobs,javonte williams,drake london,george pickens,keenan allen,sam laporta,browns
7.81709,104.3,59800,0.67,jake browning,rico dowdle,jacory croskeymerritt,javonte williams,stefon diggs,puka nacua,george pickens,travis kelce,browns
7.81703,104.1,60000,0.67,jake browning,rico dowdle,jacory croskeymerritt,javonte williams,stefon diggs,puka nacua,keenan allen,hunter henry,packers
7.8168,105.4,60000,0.67,andy dalton,rico dowdle,rachaad white,jacory croskeymerritt,stefon diggs,puka nacua,george pickens,trey mcbride,steelers
7.81629,106.4,60000,0.67,jake browning,rico dowdle,christian mccaffrey,josh jacobs,stefon diggs,keenan allen,tetairoa mcmillan,trey mcbride,browns
7.79124,102.7,60000,0.67,tyler huntley,josh jacobs,jacory croskeymerritt,javonte williams,keenan allen,ladd mcconkey,emeka egbuka,jake ferguson,browns
7.77827,103.4,60000,0.67,tyler shough,rico dowdle,christian mccaffrey,javonte williams,keenan allen,ladd mcconkey,emeka egbuka,michael mayer,packers
7.77439,104.5,60000,0.67,jimmy garoppolo,rico dowdle,josh jacobs,jacory croskeymerritt,puka nacua,keenan allen,calvin ridley,sam laporta,packers
7.76825,103.6,59900,0.67,mitchell trubisky,rico dowdle,rachaad white,josh jacobs,puka nacua,keenan allen,ladd mcconkey,travis kelce,cardinals
7.76797,104.6,59800,0.67,tyson bagent,rico dowdle,josh jacobs,javonte williams,stefon diggs,puka nacua,xavier worthy,michael mayer,browns
7.76387,103.3,60000,0.67,mitchell trubisky,rico dowdle,rachaad white,jacory croskeymerritt,drake london,puka nacua,ladd mcconkey,travis kelce,steelers
7.75361,102.6,60000,0.67,nick mullens,rachaad white,josh jacobs,jacory croskeymerritt,puka nacua,keenan allen,jaylen waddle,travis kelce,browns
7.74876,105.4,59900,0.67,mitchell trubisky,rico dowdle,rachaad white,bijan robinson,stefon diggs,drake london,jaylen waddle,trey mcbride,packers
7.74497,103.1,60000,0.67,mason rudolph,rico dowdle,josh jacobs,jacory croskeymerritt,drake london,ladd mcconkey,davante adams,hunter henry,packers
7.7426,104.3,59600,0.67,joshua dobbs,rico dowdle,rachaad white,javonte williams,stefon diggs,puka nacua,george pickens,zach ertz,colts
7.742,105.1,59800,0.67,jake browning,rico dowdle,jacory croskeymerritt,devon achane,stefon diggs,puka nacua,george pickens,sam laporta,browns
7.74044,104.0,59900,0.67,tyler huntley,rico dowdle,jacory croskeymerritt,jonathan taylor,puka nacua,tetairoa mcmillan,jakobi meyers,zach ertz,browns
7.73864,104.0,59800,0.67,tyler shough,rico dowdle,josh jacobs,bijan robinson,stefon diggs,drake london,keenan allen,cade otton,packers
7.73743,103.6,60000,0.67,drew lock,rico dowdle,rachaad white,josh jacobs,puka nacua,keenan allen,khalil shakir,zach ertz,packers
7.73733,104.1,60000,0.67,jimmy garoppolo,christian mccaffrey,rachaad white,jacory croskeymerritt,stefon diggs,puka nacua,george pickens,cade otton,browns
7.73414,103.8,60000,0.67,jalen milroe,rico dowdle,rachaad white,josh jacobs,drake london,ladd mcconkey,xavier worthy,hunter henry,packers
7.73294,103.4,60000,0.67,drew lock,christian mccaffrey,jacory croskeymerritt,javonte williams,puka nacua,keenan allen,tetairoa mcmillan,michael mayer,browns
7.72949,104.7,60000,0.67,nick mullens,rico dowdle,jacory croskeymerritt,devon achane,drake london,puka nacua,ladd mcconkey,sam laporta,raiders
7.72558,105.8,60000,0.67,kirk cousins,rico dowdle,christian mccaffrey,rachaad white,stefon diggs,drake london,emeka egbuka,trey mcbride,cardinals
7.72347,103.2,59800,0.67,brandon allen,rico dowdle,rachaad white,josh jacobs,drake london,emeka egbuka,jaylen waddle,travis kelce,browns
