Score,Total Projected Pts,Total Cost,Proj Pts Weight,QB,SP1,SP2,SP3,SP4,SP5,SP6,SP7,D
9.03622,119.3,60000,0.67,cam ward,rico dowdle,christian mccaffrey,josh jacobs,stefon diggs,drake london,keenan allen,sam laporta,browns
9.03581,118.6,60000,0.67,cam ward,rico dowdle,rachaad white,javonte williams,stefon diggs,puka nacua,george pickens,sam laporta,browns
9.03517,117.2,59900,0.67,dak prescott,christian mccaffrey,josh jacobs,jacory croskeymerritt,stefon diggs,davante adams,khalil shakir,zach ertz,dolphins
9.03517,117.8,59900,0.67,aaron rodgers,rico dowdle,rachaad white,jacory croskeymerritt,drake london,puka nacua,keenan allen,trey mcbride,browns
9.03476,119.0,59900,0.67,cam ward,rico dowdle,christian mccaffrey,javonte williams,stefon diggs,george pickens,keenan allen,trey mcbride,browns
9.03218,116.6,60000,0.67,jordan love,rico dowdle,josh jacobs,jacory croskeymerritt,george pickens,chris olave,romeo doubs,trey mcbride,colts
9.03207,117.8,60000,0.67,aaron rodgers,rico dowdle,josh jacobs,javonte williams,drake london,keenan allen,ladd mcconkey,trey mcbride,browns
9.03144,117.4,59900,0.67,aaron rodgers,rico dowdle,rachaad white,jacory croskeymerritt,stefon diggs,puka nacua,keenan allen,trey mcbride,packers
9.02955,117.1,60000,0.67,aaron rodgers,rico dowdle,jacory croskeymerritt,javonte williams,stefon diggs,puka nacua,keenan allen,jake ferguson,browns
9.02833,117.4,60000,0.67,aaron rodgers,rico dowdle,josh jacobs,javonte williams,stefon diggs,keenan allen,ladd mcconkey,trey mcbride,packers
9.02758,117.8,60000,0.67,aaron rodgers,rico dowdle,rachaad white,jacory croskeymerritt,drake london,puka nacua,ladd mcconkey,trey mcbride,browns
9.02678,117.1,59900,0.67,dillon gabriel,rico dowdle,josh jacobs,jacory croskeymerritt,drake london,puka nacua,keenan allen,zach ertz,browns
9.02606,116.9,60000,0.67,geno smith,rico dowdle,josh jacobs,javonte williams,stefon diggs,keenan allen,emeka egbuka,hunter henry,titans
9.02591,116.6,60000,0.67,dillon gabriel,rico dowdle,jacory croskeymerritt,javonte williams,drake london,puka nacua,keenan allen,travis kelce,browns
9.02534,117.8,59900,0.67,aaron rodgers,rico dowdle,jacory croskeymerritt,javonte williams,stefon diggs,puka nacua,george pickens,sam laporta,browns
9.02385,117.4,60000,0.67,aaron rodgers,rico dowdle,rachaad white,jacory croskeymerritt,stefon diggs,puka nacua,ladd mcconkey,trey mcbride,packers
9.02346,118.2,60000,0.67,joe flacco,rico dowdle,jacory croskeymerritt,javonte williams,stefon diggs,puka nacua,george pickens,trey mcbride,browns
9.02304,116.7,59900,0.67,dillon gabriel,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,puka nacua,keenan allen,zach ertz,packers
9.02292,117.3,60000,0.67,dillon gabriel,rico dowdle,rachaad white,josh jacobs,stefon diggs,puka nacua,keenan allen,travis kelce,browns
9.02273,118.1,60000,0.67,aaron rodgers,rico dowdle,rachaad white,josh jacobs,stefon diggs,drake london,keenan allen,trey mcbride,packers
9.02218,116.2,60000,0.67,dillon gabriel,rico dowdle,jacory croskeymerritt,javonte williams,stefon diggs,puka nacua,keenan allen,travis kelce,packers
9.02146,116.7,60000,0.67,aaron rodgers,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,puka nacua,emeka egbuka,michael mayer,browns
9.02006,117.7,60000,0.67,aaron rodgers,rico dowdle,jacory croskeymerritt,javonte williams,stefon diggs,drake london,puka nacua,hunter henry,browns
9.01935,116.5,60000,0.67,aaron rodgers,rico dowdle,josh jacobs,jacory croskeymerritt,george pickens,keenan allen,ladd mcconkey,trey mcbride,packers
9.01919,117.1,60000,0.67,dillon gabriel,rico dowdle,josh jacobs,jacory croskeymerritt,drake london,puka nacua,ladd mcconkey,zach ertz,browns
9.01663,118.5,60000,0.67,aaron rodgers,rico dowdle,josh jacobs,javonte williams,stefon diggs,drake london,george pickens,sam laporta,browns
9.01554,118.0,59800,0.67,aaron rodgers,rico dowdle,jacory croskeymerritt,javonte williams,stefon diggs,drake london,puka nacua,sam laporta,browns
9.01545,116.7,60000,0.67,dillon gabriel,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,puka nacua,ladd mcconkey,zach ertz,packers
9.01488,117.0,60000,0.67,trevor lawrence,rico dowdle,rachaad white,jonathan taylor,jaylen waddle,davante adams,xavier worthy,zach ertz,dolphins
9.01366,118.4,59900,0.67,joe flacco,rico dowdle,jacory croskeymerritt,javonte williams,stefon diggs,drake london,puka nacua,trey mcbride,browns
9.0132,117.4,60000,0.67,matthew stafford,christian mccaffrey,rachaad white,devon achane,stefon diggs,ladd mcconkey,davante adams,michael mayer,browns
9.01302,117.5,60000,0.67,dillon gabriel,rico dowdle,rachaad white,javonte williams,puka nacua,keenan allen,ladd mcconkey,trey mcbride,browns
9.01186,117.8,60000,0.67,drake maye,rico dowdle,devon achane,tony pollard,stefon diggs,ladd mcconkey,amonra st brown,trey mcbride,buccaneers
9.00998,117.3,60000,0.67,dillon gabriel,rico dowdle,jacory croskeymerritt,javonte williams,stefon diggs,puka nacua,emeka egbuka,sam laporta,browns
9.00973,115.9,59900,0.67,dillon gabriel,rico dowdle,josh jacobs,jacory croskeymerritt,puka nacua,keenan allen,ladd mcconkey,travis kelce,browns
9.00917,118.2,60000,0.67,joe flacco,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,puka nacua,tetairoa mcmillan,trey mcbride,browns
9.00748,116.0,59800,0.67,trevor lawrence,josh jacobs,jacory croskeymerritt,james cook,puka nacua,keenan allen,michael pittman,michael mayer,dolphins
9.00669,118.2,59900,0.67,dillon gabriel,rico dowdle,christian mccaffrey,jacory croskeymerritt,stefon diggs,puka nacua,keenan allen,sam laporta,browns
9.00564,116.5,60000,0.67,baker mayfield,josh jacobs,jonathan taylor,tony pollard,stefon diggs,keenan allen,jaylen waddle,zach ertz,dolphins
9.00507,117.7,59700,0.67,joe flacco,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,puka nacua,keenan allen,trey mcbride,browns
8.9991,118.2,60000,0.67,dillon gabriel,rico dowdle,christian mccaffrey,jacory croskeymerritt,stefon diggs,puka nacua,ladd mcconkey,sam laporta,browns
8.99855,116.9,60000,0.67,jayden daniels,jaylen warren,ashton jeanty,tony pollard,drake london,george pickens,keenan allen,trey mcbride,raiders
8.99799,118.9,60000,0.67,dillon gabriel,rico dowdle,christian mccaffrey,josh jacobs,stefon diggs,drake london,keenan allen,sam laporta,browns
8.99778,117.3,59900,0.67,joe flacco,rico dowdle,josh jacobs,javonte williams,stefon diggs,puka nacua,keenan allen,zach ertz,browns
8.99758,118.2,60000,0.67,dillon gabriel,rico dowdle,rachaad white,javonte williams,stefon diggs,puka nacua,george pickens,sam laporta,browns
8.99754,115.5,60000,0.67,matthew stafford,rachaad white,jacory croskeymerritt,javonte williams,puka nacua,chris olave,emeka egbuka,hunter long,browns
8.99748,117.7,59800,0.67,joe flacco,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,puka nacua,ladd mcconkey,trey mcbride,browns
8.99737,118.0,59900,0.67,bryce young,rico dowdle,christian mccaffrey,bijan robinson,keenan allen,ladd mcconkey,khalil shakir,sam laporta,browns
8.99653,118.6,59900,0.67,dillon gabriel,rico dowdle,christian mccaffrey,javonte williams,stefon diggs,george pickens,keenan allen,trey mcbride,browns
8.99552,117.6,60000,0.67,joe flacco,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,puka nacua,keenan allen,trey mcbride,raiders
8.99409,117.0,60000,0.67,bryce young,rico dowdle,javonte williams,devon achane,drake london,emeka egbuka,xavier worthy,michael mayer,browns
8.99251,115.8,60000,0.67,caleb williams,jacory croskeymerritt,dandre swift,kyren williams,george pickens,keenan allen,emeka egbuka,trey mcbride,saints
8.99224,117.8,60000,0.67,joe flacco,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,drake london,george pickens,trey mcbride,packers
8.99019,117.3,60000,0.67,joe flacco,rico dowdle,josh jacobs,javonte williams,stefon diggs,puka nacua,ladd mcconkey,zach ertz,browns
8.98879,116.4,59900,0.67,joe flacco,rico dowdle,josh jacobs,jacory croskeymerritt,puka nacua,george pickens,keenan allen,zach ertz,browns
8.98793,115.9,60000,0.67,joe flacco,rico dowdle,jacory croskeymerritt,javonte williams,puka nacua,george pickens,keenan allen,travis kelce,browns
8.98729,117.1,60000,0.67,trevor lawrence,rico dowdle,josh jacobs,javonte williams,ladd mcconkey,calvin ridley,amonra st brown,hunter henry,dolphins
8.9866,116.4,59800,0.67,jared goff,josh jacobs,jacory croskeymerritt,javonte williams,stefon diggs,tetairoa mcmillan,ladd mcconkey,trey mcbride,raiders
8.98638,117.6,60000,0.67,daniel jones,rico dowdle,josh jacobs,james cook,stefon diggs,jaylen waddle,khalil shakir,trey mcbride,cowboys
8.98458,118.0,60000,0.67,joe flacco,rico dowdle,rachaad white,josh jacobs,stefon diggs,drake london,puka nacua,zach ertz,browns
8.98441,115.9,59900,0.67,jordan love,rico dowdle,josh jacobs,jacory croskeymerritt,puka nacua,khalil shakir,sterling shepard,hunter henry,browns
8.98384,116.9,60000,0.67,joe flacco,rico dowdle,jacory croskeymerritt,javonte williams,stefon diggs,drake london,puka nacua,zach ertz,packers
8.98344,116.2,60000,0.67,jordan love,rico dowdle,rachaad white,ashton jeanty,drake london,emeka egbuka,jakobi meyers,zach ertz,raiders
8.98183,116.6,60000,0.67,joe flacco,rico dowdle,rachaad white,jacory croskeymerritt,puka nacua,keenan allen,emeka egbuka,trey mcbride,browns
8.9812,116.4,60000,0.67,joe flacco,rico dowdle,josh jacobs,jacory croskeymerritt,puka nacua,george pickens,ladd mcconkey,zach ertz,browns
8.98026,115.0,60000,0.67,justin herbert,rico dowdle,jacory croskeymerritt,kyren williams,keenan allen,emeka egbuka,jaylen waddle,david njoku,browns
8.97899,116.6,59800,0.67,joe flacco,rico dowdle,josh jacobs,jacory croskeymerritt,drake london,puka nacua,keenan allen,zach ertz,browns
8.97813,116.1,59900,0.67,joe flacco,rico dowdle,jacory croskeymerritt,javonte williams,drake london,puka nacua,keenan allen,travis kelce,browns
8.97526,116.2,59800,0.67,joe flacco,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,puka nacua,keenan allen,zach ertz,packers
8.97513,116.8,59900,0.67,joe flacco,rico dowdle,rachaad white,josh jacobs,stefon diggs,puka nacua,keenan allen,travis kelce,browns
8.97439,115.7,59900,0.67,joe flacco,rico dowdle,jacory croskeymerritt,javonte williams,stefon diggs,puka nacua,keenan allen,travis kelce,packers
8.97354,117.1,60000,0.67,baker mayfield,rachaad white,javonte williams,bijan robinson,george pickens,deebo samuel sr,keenan allen,michael mayer,cardinals
8.9727,116.0,60000,0.67,daniel jones,rico dowdle,javonte williams,ashton jeanty,george pickens,keenan allen,jaylen waddle,dalton kincaid,cowboys
8.96976,115.8,60000,0.67,daniel jones,rico dowdle,jaylen warren,dandre swift,puka nacua,keenan allen,davante adams,michael mayer,packers
8.96949,116.8,59700,0.67,geno smith,rico dowdle,javonte williams,ashton jeanty,stefon diggs,keenan allen,emeka egbuka,trey mcbride,raiders
8.96876,115.8,59900,0.67,michael penix,rico dowdle,josh jacobs,ashton jeanty,stefon diggs,keenan allen,jaylen waddle,travis kelce,packers
8.96481,116.0,60000,0.67,dak prescott,rico dowdle,josh jacobs,jahmyr gibbs,keenan allen,chris olave,khalil shakir,travis kelce,raiders
8.96282,115.5,60000,0.67,matthew stafford,rico dowdle,ashton jeanty,tony pollard,puka nacua,keenan allen,davante adams,michael mayer,browns
8.96247,116.4,59700,0.67,jordan love,rico dowdle,javonte williams,jahmyr gibbs,stefon diggs,chris olave,davante adams,zach ertz,browns
8.9595,117.5,60000,0.67,dak prescott,rachaad white,bijan robinson,jaylen warren,stefon diggs,puka nacua,calvin ridley,zach ertz,browns
8.95783,116.9,60000,0.67,spencer rattler,rico dowdle,rachaad white,josh jacobs,puka nacua,ladd mcconkey,jakobi meyers,jake tonges,browns
8.95607,116.2,60000,0.67,daniel jones,jacory croskeymerritt,bijan robinson,rhamondre stevenson,stefon diggs,puka nacua,keenan allen,sam laporta,cowboys
8.95602,117.0,60000,0.67,justin herbert,rico dowdle,rachaad white,travis etienne,stefon diggs,puka nacua,chris olave,sam laporta,chiefs
8.95364,115.8,59800,0.67,caleb williams,rico dowdle,james cook,derrick henry,stefon diggs,keenan allen,tetairoa mcmillan,jake ferguson,raiders
8.95293,115.3,59800,0.67,spencer rattler,rico dowdle,rachaad white,javonte williams,keenan allen,ladd mcconkey,emeka egbuka,jake ferguson,colts
8.94474,117.3,59800,0.67,geno smith,rico dowdle,christian mccaffrey,josh jacobs,stefon diggs,george pickens,tetairoa mcmillan,cade otton,saints
8.93913,117.2,60000,0.67,sam darnold,rico dowdle,javonte williams,jonathan taylor,stefon diggs,tetairoa mcmillan,michael pittman,dalton kincaid,browns
8.93675,116.7,60000,0.67,dak prescott,rico dowdle,bijan robinson,jaylen warren,puka nacua,tetairoa mcmillan,chris olave,cade otton,dolphins
8.93471,117.3,59900,0.67,aaron rodgers,rico dowdle,josh jacobs,bijan robinson,stefon diggs,drake london,george pickens,michael mayer,browns
8.931,116.1,59800,0.67,tua tagovailoa,rico dowdle,christian mccaffrey,josh jacobs,keenan allen,ladd mcconkey,jaylen waddle,zach ertz,browns
8.92999,117.3,59800,0.67,sam darnold,rachaad white,javonte williams,devon achane,stefon diggs,drake london,keenan allen,trey mcbride,cowboys
8.92989,117.5,60000,0.67,daniel jones,rico dowdle,christian mccaffrey,devon achane,drake london,xavier worthy,khalil shakir,cade otton,dolphins
8.92789,117.2,60000,0.67,cooper rush,rico dowdle,jacory croskeymerritt,javonte williams,stefon diggs,puka nacua,george pickens,trey mcbride,browns
8.92786,116.8,60000,0.67,baker mayfield,rico dowdle,jaylen warren,dandre swift,puka nacua,keenan allen,michael pittman,kyle pitts sr,packers
8.92683,116.8,59900,0.67,michael penix,rico dowdle,rachaad white,kyren williams,stefon diggs,drake london,jaylen waddle,trey mcbride,packers
8.91809,117.4,59900,0.67,cooper rush,rico dowdle,jacory croskeymerritt,javonte williams,stefon diggs,drake london,puka nacua,trey mcbride,browns
8.91807,116.1,60000,0.67,sam darnold,christian mccaffrey,jacory croskeymerritt,javonte williams,drake london,chris olave,davante adams,zach ertz,dolphins
8.91708,116.3,59800,0.67,joe flacco,rico dowdle,christian mccaffrey,jacory croskeymerritt,puka nacua,keenan allen,tetairoa mcmillan,zach ertz,browns
8.91643,115.7,59800,0.67,mac jones,josh jacobs,javonte williams,devon achane,stefon diggs,keenan allen,jakobi meyers,travis kelce,browns
8.91521,115.6,59600,0.67,mac jones,rico dowdle,jacory croskeymerritt,javonte williams,puka nacua,ladd mcconkey,khalil shakir,darren waller,browns
8.9136,117.2,60000,0.67,cooper rush,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,puka nacua,tetairoa mcmillan,trey mcbride,browns
8.91342,116.7,60000,0.67,jacoby brissett,rico dowdle,jacory croskeymerritt,javonte williams,drake london,puka nacua,keenan allen,trey mcbride,browns
8.91158,114.6,60000,0.67,tua tagovailoa,rico dowdle,jacory croskeymerritt,bijan robinson,keenan allen,tetairoa mcmillan,emeka egbuka,zach ertz,packers
8.91042,117.4,60000,0.67,jacoby brissett,rico dowdle,rachaad white,josh jacobs,stefon diggs,puka nacua,keenan allen,trey mcbride,browns
8.91018,117.4,59900,0.67,cam ward,rico dowdle,josh jacobs,bijan robinson,stefon diggs,tetairoa mcmillan,ladd mcconkey,trey mcbride,raiders
8.90968,116.3,60000,0.67,jacoby brissett,rico dowdle,jacory croskeymerritt,javonte williams,stefon diggs,puka nacua,keenan allen,trey mcbride,packers
8.9095,116.7,59700,0.67,cooper rush,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,puka nacua,keenan allen,trey mcbride,browns
8.90526,116.5,59900,0.67,caleb williams,josh jacobs,bijan robinson,tony pollard,stefon diggs,chris olave,xavier worthy,tyler warren,dolphins
8.90409,116.5,60000,0.67,jared goff,rico dowdle,javonte williams,bijan robinson,stefon diggs,keenan allen,xavier worthy,sam laporta,saints
8.90298,116.7,60000,0.67,daniel jones,javonte williams,bijan robinson,jonathan taylor,stefon diggs,chris olave,michael pittman,michael mayer,dolphins
8.90285,115.7,59800,0.67,jared goff,rico dowdle,javonte williams,devon achane,george pickens,chris olave,emeka egbuka,michael mayer,browns
8.90274,115.5,60000,0.67,caleb williams,josh jacobs,dandre swift,jahmyr gibbs,george pickens,ladd mcconkey,khalil shakir,travis kelce,dolphins
8.90221,116.3,59900,0.67,cooper rush,rico dowdle,josh jacobs,javonte williams,stefon diggs,puka nacua,keenan allen,zach ertz,browns
8.90191,116.7,59800,0.67,cooper rush,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,puka nacua,ladd mcconkey,trey mcbride,browns
8.89995,116.6,60000,0.67,cooper rush,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,puka nacua,keenan allen,trey mcbride,raiders
8.89724,116.0,59900,0.67,jacoby brissett,rico dowdle,josh jacobs,jacory croskeymerritt,puka nacua,keenan allen,ladd mcconkey,trey mcbride,browns
8.89667,116.8,60000,0.67,cooper rush,rico dowdle,josh jacobs,jacory croskeymerritt,stefon diggs,drake london,george pickens,trey mcbride,packers
8.8961,115.7,60000,0.67,spencer rattler,rico dowdle,javonte williams,ashton jeanty,puka nacua,keenan allen,chris olave,travis kelce,dolphins
8.89462,116.3,60000,0.67,cooper rush,rico dowdle,josh jacobs,javonte williams,stefon diggs,puka nacua,ladd mcconkey,zach ertz,browns
8.89437,114.7,59900,0.67,jordan love,rico dowdle,javonte williams,ashton jeanty,puka nacua,ladd mcconkey,isaiah bond,cade otton,browns
8.89435,116.9,60000,0.67,tua tagovailoa,rico dowdle,josh jacobs,devon achane,stefon diggs,keenan allen,jaylen waddle,trey mcbride,colts
8.89322,115.4,59900,0.67,cooper rush,rico dowdle,josh jacobs,jacory croskeymerritt,puka nacua,george pickens,keenan allen,zach ertz,browns
8.89236,114.9,60000,0.67,cooper rush,rico dowdle,jacory croskeymerritt,javonte williams,puka nacua,george pickens,keenan allen,travis kelce,browns
8.88902,117.0,60000,0.67,cooper rush,rico dowdle,rachaad white,josh jacobs,stefon diggs,drake london,puka nacua,zach ertz,browns
8.88828,115.9,60000,0.67,cooper rush,rico dowdle,jacory croskeymerritt,javonte williams,stefon diggs,drake london,puka nacua,zach ertz,packers
8.88706,115.6,60000,0.67,mac jones,rico dowdle,rachaad white,jonathan taylor,tetairoa mcmillan,jakobi meyers,davante adams,zach ertz,browns
