lineup_id,tier,temperature,player_ids,total_salary,milp_projection,mean,median,p10,p90,std,skewness,fitness
0,1,0.0,"123617-138820,123617-55050,123617-152316,123617-90573,123617-167620,123617-110484,123617-151903,123617-86080,123617-12534",60000,120.59999999999998,126.31071832767444,122.09604481316153,93.64821572197842,165.1433515976917,28.717046965096866,0.14676556122346032,165.1433515976917
1,1,0.0,"123617-138820,123617-55050,123617-90573,123617-129471,123617-167620,123617-110484,123617-151903,123617-86080,123617-12548",60000,119.79999999999998,126.6585389812702,123.52793894320669,94.22942758685065,164.08079086355275,27.68343072711152,0.11308569623914352,164.08079086355275
2,1,0.0,"123617-138820,123617-55050,123617-102965,123617-90573,123617-86518,123617-110484,123617-86312,123617-40845,123617-12548",60000,119.2,125.73200244700065,122.4243558644227,93.18441832488129,163.37249510313993,27.50061942969513,0.12027534838020291,163.37249510313993
3,2,0.9507462686567164,"123617-138820,123617-55050,123617-151966,123617-90573,123617-167620,123617-103539,123617-110484,123617-55042,123617-12546",60000,117.5,125.4694614520287,122.243864202579,93.05438463400877,162.70693251763245,27.59217214704415,0.11690262123111747,162.70693251763245
4,3,2.4549208537138307,"123617-138820,123617-55050,123617-152647,123617-151966,123617-167620,123617-103539,123617-86312,123617-86080,123617-12542",60000,117.0,125.09227190223457,121.50944349656237,92.482044582207,162.6701657228466,29.101606328102687,0.12311445510182563,162.6701657228466
5,1,0.0,"123617-138820,123617-55050,123617-152316,123617-90573,123617-103539,123617-110484,123617-151903,123617-86080,123617-12542",60000,119.89999999999998,125.6195495491988,122.86339596243855,93.31855932635364,162.64043543484578,28.0252327975002,0.09834543058661381,162.64043543484578
6,1,0.0,"123617-138820,123617-55050,123617-102965,123617-90573,123617-167620,123617-110484,123617-103619,123617-86080,123617-12548",60000,131.19999999999996,125.6359203881837,122.28304421200437,94.11807001478637,162.55656685383073,27.217584240949883,0.12318786805240442,162.55656685383073
7,1,0.0,"123617-138820,123617-55050,123617-102965,123617-90573,123617-167620,123617-103539,123617-110484,123617-40845,123617-12542",60000,119.29999999999998,125.52249934020828,122.5024179291,92.62008312187174,162.39200082336936,27.914776825633787,0.10818934466045871,162.39200082336936
8,1,0.0,"123617-138820,123617-55050,123617-152316,123617-90573,123617-167620,123617-151903,123617-86080,123617-107293,123617-12548",59900,126.8,125.16506356125379,121.76613244315831,93.02748050146252,162.2940631306398,27.859474128648284,0.12200270193184687,162.2940631306398
9,1,0.0,"123617-138820,123617-55050,123617-6654,123617-90573,123617-167620,123617-110484,123617-86312,123617-86080,123617-12539",60000,119.9,125.34756990980225,121.9644052531203,93.32698237564392,162.24030407808073,27.566177180226724,0.12272882941159838,162.24030407808073
10,1,0.0,"123617-138820,123617-152647,123617-102965,123617-90573,123617-167620,123617-103539,123617-110484,123617-86080,123617-12548",59900,119.1,126.49344019413346,123.5825204684061,95.13357788640535,162.21970593211856,27.417751301178985,0.10616916368346305,162.21970593211856
11,1,0.0,"123617-138820,123617-55050,123617-102965,123617-90573,123617-167620,123617-110484,123617-151903,123617-40845,123617-12544",60000,118.89999999999998,125.07136043117812,121.83453257578535,92.2093619543899,162.12680715823592,28.753277549840075,0.11257248325107126,162.12680715823592
12,1,0.0,"123617-138820,123617-55050,123617-6654,123617-167620,123617-86518,123617-110484,123617-151903,123617-40845,123617-12539",60000,119.09999999999998,125.15701195608673,121.00380209894024,94.2784931565098,161.88112927136368,27.163172560231374,0.15289855586409146,161.88112927136368
13,2,0.6402985074626866,"123617-138820,123617-55050,123617-152316,123617-90573,123617-103539,123617-151903,123617-103587,123617-12550,123617-107293",60000,117.7,123.74664551048203,120.58243982176845,90.59821905732018,161.81720751697105,28.0813297677438,0.11268005165297441,161.81720751697105
14,1,0.0,"123617-138820,123617-55050,123617-30231,123617-90573,123617-103539,123617-110484,123617-86312,123617-86080,123617-12548",60000,118.5,125.77005623280996,122.68928114608532,94.14501770054116,161.8028190373855,26.89842961946431,0.11453364119425487,161.8028190373855
15,1,0.0,"123617-138820,123617-55050,123617-6654,123617-90573,123617-167620,123617-103539,123617-110484,123617-86080,123617-12543",60000,119.9,125.03120678807412,121.72616494763756,93.65736921212911,161.78022988557132,27.314925779710034,0.12099765040883241,161.78022988557132
16,3,2.5786342770311075,"123617-138820,123617-55050,123617-152316,123617-103539,123617-110484,123617-120639,123617-103619,123617-86080,123617-12550",60000,116.99999999999996,123.91902491028719,120.1994074560471,91.27911498337953,161.76403063200829,28.341958786661074,0.13124066273043566,161.76403063200829
17,1,0.0,"123617-138820,123617-55050,123617-6654,123617-90573,123617-167620,123617-110484,123617-151903,123617-40845,123617-12534",60000,120.39999999999998,125.1039627657617,121.81573014118021,92.46069116900858,161.7352814335036,28.263584564485242,0.11634166986424392,161.7352814335036
