QB,RB1,RB2,WR1,WR2,WR3,TE,FLEX,DEF,lineup_id,player_ids,tier,temperature,milp_projection,total_salary,mean,median,p10,p90,std,skewness,fitness,lineupid
drake maye,devon achane,christian mccaffrey,khalil shakir,tez johnson,terry mclaurin,darnell washington,treveyon henderson,giants,mutated_819729,"khalil shakir,tez johnson,terry mclaurin,drake maye,giants,darnell washington,devon achane,christian mccaffrey,treveyon henderson",,,,,129.6779910853179,126.47767206859946,102.20412161300236,159.52655466500795,25.59356835469181,0.12504387713219192,126.47767206859946,
bo nix,devon achane,christian mccaffrey,jaylen waddle,wandale robinson,troy franklin,hunter henry,rj harvey,falcons,31,"bo nix,devon achane,christian mccaffrey,rj harvey,jaylen waddle,wandale robinson,troy franklin,hunter henry,falcons",2.0,0.41,119.5,60000.0,129.04661351496355,126.442512896475,106.64005077626344,154.66831038002695,19.49019876210656,0.133610777923493,126.442512896475,
matthew stafford,devon achane,christian mccaffrey,jaylen waddle,wandale robinson,troy franklin,hunter henry,rj harvey,saints,17,"matthew stafford,devon achane,christian mccaffrey,rj harvey,jaylen waddle,wandale robinson,troy franklin,hunter henry,saints",1.0,0.0,119.7,60000.0,127.71493643936212,126.16814900872268,104.8571435930397,151.66905458468298,19.23702639672897,0.0804067842264048,126.16814900872268,
matthew stafford,devon achane,christian mccaffrey,tetairoa mcmillan,wandale robinson,michael pittman,kyle pitts sr,rj harvey,commanders,mutated_127600,"tetairoa mcmillan,wandale robinson,michael pittman,matthew stafford,commanders,kyle pitts sr,devon achane,christian mccaffrey,rj harvey",,,,,129.84040159543494,125.81258061586655,104.88987994911494,160.39082458416823,22.40811406804834,0.1797483254207299,125.81258061586655,
drake maye,devon achane,christian mccaffrey,jaylen waddle,troy franklin,adonai mitchell,kyle pitts sr,rj harvey,chargers,96,"drake maye,devon achane,christian mccaffrey,rj harvey,jaylen waddle,troy franklin,adonai mitchell,kyle pitts sr,chargers",2.0,1.06,119.1,60000.0,127.931214583693,125.77869403023595,104.7561518866126,153.85809697488634,19.90819253641799,0.1081223496065463,125.77869403023595,
bo nix,devon achane,christian mccaffrey,davante adams,troy franklin,michael pittman,hunter henry,rj harvey,titans,79,"bo nix,devon achane,christian mccaffrey,rj harvey,davante adams,troy franklin,michael pittman,hunter henry,titans",2.0,0.8900000000000001,119.1,60000.0,129.08388961353504,125.76881260026752,102.93298346159104,158.11252680300413,22.6321146430249,0.1464766799548358,125.76881260026752,
matthew stafford,devon achane,christian mccaffrey,jaylen waddle,wandale robinson,michael pittman,kyle pitts sr,rj harvey,cardinals,37,"matthew stafford,devon achane,christian mccaffrey,rj harvey,jaylen waddle,wandale robinson,michael pittman,kyle pitts sr,cardinals",2.0,0.47,119.4,59800.0,127.0855448478919,125.46854949370598,104.19164160562872,153.9693162711008,19.3787244718922,0.0834417846505471,125.46854949370598,
trevor lawrence,devon achane,christian mccaffrey,jaylen waddle,wandale robinson,troy franklin,kyle pitts sr,rj harvey,chargers,20,"trevor lawrence,devon achane,christian mccaffrey,rj harvey,jaylen waddle,wandale robinson,troy franklin,kyle pitts sr,chargers",2.0,0.3,119.7,60000.0,127.90028987470932,125.22950862608356,105.01736666509096,155.2750407345726,19.82258584951215,0.1347342505615375,125.22950862608356,
matthew stafford,devon achane,christian mccaffrey,jaylen waddle,troy franklin,courtland sutton,kyle pitts sr,rj harvey,cardinals,35,"matthew stafford,devon achane,christian mccaffrey,rj harvey,jaylen waddle,troy franklin,courtland sutton,kyle pitts sr,cardinals",2.0,0.45,119.4,60000.0,127.26407384746128,125.21703031805352,102.22438106483872,155.62412059524502,22.66632288762959,0.090312113683201,125.21703031805352,
matthew stafford,devon achane,christian mccaffrey,jaylen waddle,troy franklin,courtland sutton,hunter henry,rj harvey,raiders,78,"matthew stafford,devon achane,christian mccaffrey,rj harvey,jaylen waddle,troy franklin,courtland sutton,hunter henry,raiders",2.0,0.8799999999999999,119.1,60000.0,126.74533227084684,124.60099739990768,101.05663963822266,154.2105350270993,21.408867594914287,0.1001610599641681,124.60099739990768,
matthew stafford,devon achane,christian mccaffrey,jaylen waddle,tetairoa mcmillan,michael pittman,kyle pitts sr,rj harvey,vikings,19,"matthew stafford,devon achane,christian mccaffrey,rj harvey,jaylen waddle,tetairoa mcmillan,michael pittman,kyle pitts sr,vikings",1.0,0.0,119.7,60000.0,128.283995280086,124.5439935676264,102.55706965925935,160.36766152377425,22.82369400619883,0.1638648726820402,124.5439935676264,
matthew stafford,devon achane,christian mccaffrey,jaylen waddle,tetairoa mcmillan,troy franklin,hunter henry,rj harvey,titans,3,"matthew stafford,devon achane,christian mccaffrey,rj harvey,jaylen waddle,tetairoa mcmillan,troy franklin,hunter henry,titans",1.0,0.0,120.4,60000.0,126.91708843727184,124.42303279201688,100.65001052153762,157.3245225104534,22.101723729547977,0.1128443951147862,124.42303279201688,
matthew stafford,devon achane,christian mccaffrey,jaylen waddle,tetairoa mcmillan,khalil shakir,kyle pitts sr,rj harvey,giants,34,"matthew stafford,devon achane,christian mccaffrey,rj harvey,jaylen waddle,tetairoa mcmillan,khalil shakir,kyle pitts sr,giants",2.0,0.4399999999999999,119.4,59900.0,127.86969627718234,124.2769775715558,101.60100405535016,158.90107218570756,23.217770064626716,0.1547400415985778,124.2769775715558,
matthew stafford,devon achane,christian mccaffrey,jaylen waddle,troy franklin,michael pittman,oronde gadsden,rj harvey,titans,44,"matthew stafford,devon achane,christian mccaffrey,rj harvey,jaylen waddle,troy franklin,michael pittman,oronde gadsden,titans",2.0,0.54,119.3,59900.0,126.64536335266536,124.12868053685844,100.58624016916528,154.64437408776527,22.12950315635215,0.1137252290765746,124.12868053685844,
cj stroud,devon achane,christian mccaffrey,jaylen waddle,troy franklin,michael pittman,kyle pitts sr,rj harvey,seahawks,93,"cj stroud,devon achane,christian mccaffrey,rj harvey,jaylen waddle,troy franklin,michael pittman,kyle pitts sr,seahawks",2.0,1.03,119.1,59900.0,126.2254574159062,124.1197332876803,102.51869059096896,151.5412692383468,20.479810115292295,0.1028195142616845,124.1197332876803,
matthew stafford,devon achane,christian mccaffrey,jaylen waddle,wandale robinson,troy franklin,kyle pitts sr,rj harvey,dolphins,2,"matthew stafford,devon achane,christian mccaffrey,rj harvey,jaylen waddle,wandale robinson,troy franklin,kyle pitts sr,dolphins",1.0,0.0,120.5,60000.0,126.24954710373176,123.9908633582662,103.75279203226192,152.08599687698893,19.564236671516632,0.1154496228699765,123.9908633582662,
matthew stafford,devon achane,christian mccaffrey,tetairoa mcmillan,troy franklin,alec pierce,kyle pitts sr,rj harvey,chargers,24,"matthew stafford,devon achane,christian mccaffrey,rj harvey,tetairoa mcmillan,troy franklin,alec pierce,kyle pitts sr,chargers",2.0,0.3399999999999999,119.6,60000.0,126.9514691694798,123.8096502735726,100.96534896579418,156.20577666396886,22.27085294050882,0.1410731283754517,123.8096502735726,
drake maye,devon achane,treveyon henderson,jaylen waddle,troy franklin,michael pittman,kyle pitts sr,rj harvey,chargers,18,"drake maye,devon achane,treveyon henderson,rj harvey,jaylen waddle,troy franklin,michael pittman,kyle pitts sr,chargers",1.0,0.0,119.7,60000.0,126.3047905120018,123.712066098341,101.33815856398684,153.28667347128948,21.19781283504183,0.122310939993525,123.712066098341,
matthew stafford,devon achane,christian mccaffrey,jaylen waddle,tetairoa mcmillan,alec pierce,hunter henry,rj harvey,saints,77,"matthew stafford,devon achane,christian mccaffrey,rj harvey,jaylen waddle,tetairoa mcmillan,alec pierce,hunter henry,saints",2.0,0.8700000000000001,119.1,60000.0,126.40063324017235,123.54133756335276,100.07501099829622,155.502249293757,21.954778250176098,0.1302356892079593,123.54133756335276,
matthew stafford,devon achane,christian mccaffrey,jaylen waddle,stefon diggs,troy franklin,kyle pitts sr,rj harvey,titans,75,"matthew stafford,devon achane,christian mccaffrey,rj harvey,jaylen waddle,stefon diggs,troy franklin,kyle pitts sr,titans",2.0,0.8500000000000001,119.1,59800.0,125.30270368593575,123.32967296312376,100.62206570165432,152.73760702012217,20.942058456261822,0.0942137912055184,123.32967296312376,
matthew stafford,devon achane,christian mccaffrey,jaylen waddle,wandale robinson,alec pierce,kyle pitts sr,rj harvey,falcons,74,"matthew stafford,devon achane,christian mccaffrey,rj harvey,jaylen waddle,wandale robinson,alec pierce,kyle pitts sr,falcons",2.0,0.8400000000000001,119.1,59900.0,126.07234618668082,123.28782811357505,103.25436586599632,151.55253669183764,19.927693123711705,0.1397310795494191,123.28782811357505,
baker mayfield,devon achane,christian mccaffrey,khalil shakir,mack hollins,marvin harrison,hunter henry,treveyon henderson,raiders,mutated_743113,"khalil shakir,mack hollins,marvin harrison,baker mayfield,raiders,hunter henry,devon achane,christian mccaffrey,treveyon henderson",,,,,125.13106736743747,122.41766898930905,100.31814123869466,152.05823628849214,21.765705030367666,0.12466393228901451,122.41766898930905,
matthew stafford,james cook,christian mccaffrey,wandale robinson,tre tucker,marvin harrison,kyle pitts sr,treveyon henderson,giants,mutated_429630,"wandale robinson,tre tucker,marvin harrison,matthew stafford,giants,kyle pitts sr,james cook,christian mccaffrey,treveyon henderson",,,,,124.36385258455769,122.22456906297211,100.5311588006996,149.99475332017718,21.08331310498268,0.10146809047198561,122.22456906297211,
cj stroud,devon achane,christian mccaffrey,davante adams,jaylen waddle,troy franklin,kyle pitts sr,rj harvey,titans,76,"cj stroud,devon achane,christian mccaffrey,rj harvey,davante adams,jaylen waddle,troy franklin,kyle pitts sr,titans",2.0,0.8599999999999999,119.1,59900.0,125.20273347046869,122.1298551157137,100.76110429508428,151.20686462698157,21.20124939112504,0.1449385504630354,122.1298551157137,
matthew stafford,devon achane,christian mccaffrey,jaylen waddle,troy franklin,michael pittman,dalton schultz,rj harvey,dolphins,64,"matthew stafford,devon achane,christian mccaffrey,rj harvey,jaylen waddle,troy franklin,michael pittman,dalton schultz,dolphins",2.0,0.74,119.2,59900.0,123.83120668395632,121.64066350321085,99.80580237090842,149.0694289896704,20.8738777407255,0.1049418420455561,121.64066350321085,
matthew stafford,devon achane,treveyon henderson,jaylen waddle,troy franklin,michael pittman,hunter henry,rj harvey,chargers,28,"matthew stafford,devon achane,treveyon henderson,rj harvey,jaylen waddle,troy franklin,michael pittman,hunter henry,chargers",2.0,0.38,119.5,60000.0,123.57803438548024,120.92393447957772,98.17099496433988,152.46588908538936,21.32181893850475,0.1244781185675265,120.92393447957772,
drake maye,kyren williams,christian mccaffrey,wandale robinson,tre tucker,marvin harrison,kyle pitts sr,treveyon henderson,titans,mutated_334871,"wandale robinson,tre tucker,marvin harrison,drake maye,titans,kyle pitts sr,kyren williams,christian mccaffrey,treveyon henderson",,,,,123.04656075079417,119.81774025685412,97.05882140726669,153.14603101358432,22.06140513118927,0.14635606729216488,119.81774025685412,
matthew stafford,kyren williams,christian mccaffrey,wandale robinson,troy franklin,michael pittman,kyle pitts sr,treveyon henderson,raiders,mutated_955937,"wandale robinson,troy franklin,michael pittman,matthew stafford,raiders,kyle pitts sr,kyren williams,christian mccaffrey,treveyon henderson",,,,,118.39414347932441,116.54935216897874,92.8622075058899,146.08690965639988,21.64451969030745,0.08523133507886427,116.54935216897874,
